id_exercises ;name_of_exercises;exercises_description;equipment;rating
847;Machine Preacher Curls;The machine preacher curl is an isolation exercise targeting the biceps.;Machine;8
848;Single-arm machine preacher curl;The single-arm machine preacher curl is a popular exercise to build size and strength in the biceps. It approximates the motion of a free-weight preacher curl, but uses a selectorized weight stack or plate-loaded machine. Many such machines offer different grips and grip widths. Machine biceps curls are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or arm-focused portion of a workout.;Machine;9
849;Machine preacher curl;The machine preacher curl is a popular exercise to build size and strength in the biceps. It approximates the motion of a free-weight preacher curl, but uses a selectorized weight stack or plate-loaded machine. Many such machines offer different grips and grip widths. Machine biceps curls are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or arm-focused portion of a workout.;Machine;8
850;Smith machine drag curl;The Smith machine drag curl is a biceps-focused exercise using the bar in a Smith machine. It is usually trained in moderate to high reps, at least 8-15 reps per set, and can work in the biceps-focused portion of any workout.;Machine;9
851;30 Arms BFR Machine Preacher Curl;none;Machine;8
852;Seated Biceps;none;Body Only;9
853;TBS Chin-Up;The a chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body, in an underhand position, with a grip that is narrower than shoulder-width. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand pull-ups. It can be used as a more shoulder-friendly alternative to straight-bar pull-ups, or to help perform more reps than you can perform overhand.;Body Only;8
854;Pull-up - Gethin Variation;The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.;Body Only;9
855;UN Pull-Up Supinated;none;Body Only;8
856;UN Pull-Up Pronated;none;Body Only;9
857;UN Pull-Up Neutral;none;Body Only;8
858;EZ-Bar Curl;none;E-Z Curl Bar;9
859;Reverse Barbell Preacher Curls;The reverse-grip barbell curl is a variation on the biceps curl where the palms face downward. The switch from an underhand to an overhand grip brings the forearm and brachialis muscles more into the exercise. If it is uncomfortable to the wrists, try performing it on the angles of an EZ-curl bar.;E-Z Curl Bar;8
860;Close-Grip EZ-Bar Curl with Band;none;E-Z Curl Bar;9
861;Standing EZ-Bar Curl - Gethin Variation;The standing EZ-bar curl is an immenselyp popular exercise targeting the biceps. It is commonly performed for moderate to high reps as part of an upper body or arms-focused workout. Many gyms even have EZ-bars at fixed weights, allowing for easy weight changes.;E-Z Curl Bar;8
862;TBS EZ-Bar Curl;The standing EZ-bar curl is an immenselyp popular exercise targeting the biceps. It is commonly performed for moderate to high reps as part of an upper body or arms-focused workout. Many gyms even have EZ-bars at fixed weights, allowing for easy weight changes.;E-Z Curl Bar;9
863;Standing EZ-bar curl;The standing EZ-bar curl is a popular exercise targeting the biceps. It is commonly performed for moderate to high reps as part of an upper-body or arm-focused workout. Many gyms even have EZ-bars at fixed weights, allowing for easy weight changes.;E-Z Curl Bar;8
864;30 Arms Standing Overhand EZ-Bar Curl;none;E-Z Curl Bar;9
865;30 Arms EZ-Bar Spider Curl;none;E-Z Curl Bar;8
866;30 Arms EZ-Bar Preacher Curl;none;E-Z Curl Bar;9
867;30 Arms Standing EZ-Bar Curl;none;E-Z Curl Bar;8
868;Calf Raises - With Bands;none;Bands;9
869;Peroneals Stretch;none;Bands;8
870;Posterior Tibialis Stretch;none;Bands;9
871;Calf SMR;"Calf self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the calf muscles of the lower leg, some people find they can cause this often painful and tight muscle to relax or ""release."" Calf SMR is often accompanied by SMR on the quadriceps muscles, or by stretches that target the calves.";Foam Roll;8
872;Rocking Standing Calf Raise;none;Barbell;9
873;Standing barbell calf raise;The standing barbell calf raise is a popular exercise to target the calf muscles of the lower leg, particularly the gastrocnemius muscle. It can be performed for time or for reps, either using a barbell or Smith machine bar if balance is a problem.;Barbell;8
874;Barbell Seated Calf Raise;none;Barbell;9
875;Smith machine standing calf raise;The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the gastrocnemius or upper calf muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the lower-body portion of a workout.;Barbell;8
876;Calf Raise On A Dumbbell;none;Dumbbell;9
877;Standing Dumbbell Calf Raise;The standing dumbbell calf raise is a popular exercise to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. It can be performed for time or for reps, either two dumbbells, or one if balance is a problem and you would like to use your free hand to hold a fixed object.;Dumbbell;8
878;Single-leg standing dumbbell calf raise;The single-leg standing dumbbell calf raise is a popular exercise to target the calf muscles of the lower leg, particularly the gastrocnemius muscle. It can be performed for time or for reps, either with two dumbbells or with one if balance is a problem and you would like to use your free hand to hold a fixed object.;Dumbbell;9
879;Dumbbell walking calf raise;The dumbbell walking calf raise is a dynamic exercise targeting the calf muscles of the lower leg, particularly the gastrocnemius muscle. It can be performed for distance or for reps.;Dumbbell;8
880;Balance Board;none;Other;9
881;Weighted donkey calf raise;The weighted donkey calk raise is a strength and muscle-building exercise focused on the muscles of the lower leg, most prominently the gastrocnemius muscle. While traditional donkey calf raises involved either a specific machine or carrying another person on one's back, this method uses a weight belt. It can be done in traditional muscle-building rep ranges, or for higher reps as part of lower-body training.;Other;8
882;Anterior Tibialis-SMR;none;Other;9
883;Foot-SMR;none;Other;8
884;Agility Ladder;none;Other;9
885;Single-leg machine seated calf raise;The single-leg machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, but occasionally for higher reps of 20 per set or more.;Other;8
886;Smith Machine Calf Raise;The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the gastrocnemius or upper calf muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the lower-body portion of a workout.;Machine;9
887;Standing Calf Raises;The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. When unweighted, it is usually performed for high reps or for time.;Machine;8
888;Seated Calf Raise;The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps.;Machine;9
